feature_name,original_value,encoded_value
locality,Shirdi Sai nagar,3392
locality,9th Main Hongasandra GB Palya Road,45
locality,Kodiyalam Road,1784
locality,Ganapathipura,1059
locality,Narayana Reddy Layout,2395
locality,Vijaya Bank Colony Extension,3864
locality,Ambalipura,133
locality,Kengeri Hobli,1712
locality,Karthik Nagar,1659
locality,RPC layout,2824
locality,Mahalaxmipuram,2039
locality,Sector 6 HSR Layout,3234
locality,AECS Layout A Block Singasandra,50
locality,JCR Layout,1387
locality,Kattigenahalli,1692
locality,Kanakanagar,1615
locality,Lakeview Residency,1931
locality,Kasturi Nagar Road,1679
locality,Lakkasandra,1932
locality,Kammasandra,1607
locality,Chikkajala,728
locality,MS Ramaiah North City Manayata Tech Park,1993
locality,Indira Nagar 1st Stage,1358
locality,Lakkasandra Laljinagar,1933
locality,Patteghar Palya Main Road,2684
locality,Aavalahalli,56
locality,Muthyala Nagar,2317
locality,Hennur Main Road,1281
locality,Raysandara,2932
locality,Konadasapura,1809
locality,Madavara,2006
locality,Doddaballapura,919
locality,NGEF Layout Sadanandanagar,2324
locality,Pottery Town,2744
locality,Roopena Agrahara,2962
locality,Kitthaganahalli,1770
locality,AECS Layout Block C,51
locality,Guttahalli,1212
locality,Akashnagar B Narayanapura,105
locality,TC Palya Road,3569
locality,Thirumalashettyhally,3633
locality,Chikkabidarakallu,726
locality,Soladevanahalli,3461
locality,Arasinakunte,225
locality,Thimmadahalli,3632
locality,Annapoorneshwari Nagar,209
locality,kalkere Bannerghatta Road,4068
locality,Halasuru,1233
locality,Doddakannalli,923
locality,2nd Phase JP Nagar,23
locality,CV Raman Nagar Kaggadasapura,638
locality,Basavanagar,422
locality,Bharath Nagar Anjana Nagar,496
locality,K.Settihalli,1518
locality,Varthur Main Road,3785
locality,Venkateshwara layout,3837
locality,Pillagana Halli,2714
locality,Kadabagere,1538
locality,Thotada Guddadhalli Village,3650
locality,Dargajogihalli,828
locality,JP Nagar Phase 2,1390
locality,Hosahalli,1308
locality,Baiyappanahalli Road,335
locality,Manjunatha Layout Munnekollal,2135
locality,Vyalikaval,3925
locality,Brookefield AECS Layout A Block,611
locality,Sultan Palya,3534
locality,Vidyamanya Nagar,3850
locality,Sinthan Nagar,3441
locality,Nayanapanahalli Road,2439
locality,Srinivaspur,3500
locality,Iggalur,1350
locality,Vignana Nagar Bengaluru,3854
locality,Whitefield Hagadur,3975
locality,Dasanapura,829
locality,Kodigehalli Nice Ring Road,1779
locality,Lingapura,1955
locality,Hegondanahalli,1276
locality,HRBR 1 Block,1217
locality,Neraluru,2473
locality,Dasarahalli Road,831
locality,Kaverappa Layout Bangalore,1700
locality,Tirumalapura,3671
locality,Kalkere Main Road,1576
locality,Venugopal Reddy Layout,3839
locality,Byadarahalli,623
locality,Madagondahalli,1997
locality,Green Woods Layout,1175
locality,Jyoti Nagar,1510
locality,Vishveshwarya Layout,3911
locality,ISRO Layout,1341
locality,BSK 3rd Stage,293
locality,Banashankari Stage III,373
locality,MCECHS layout,1980
locality,MSR Nagar Road Extension,1995
locality,Chikkabasavanapura,724
locality,B Narayanapura Road,284
locality,JAYANAGAR 2ND BLOCK,1384
locality,Byadralli,624
locality,Kanaka Layout,1613
locality,Appareddipalya,221
locality,Ramasandra,2894
locality,lbs nagar,4086
locality,Voderahalli,3923
locality,Chinnapanahalli,744
locality,D Group Layout,798
locality,Harlur Main Road,1258
locality,Virat Nagar,3898
locality,B Narayanapura,283
locality,Neeladri Investment Layout 6th Main Road,2449
locality,TC Palya Main,3568
locality,Hutchins Road,1329
locality,MEI Layout,1982
locality,1st block Kalyan Nagar,11
locality,Chikka Banaswadi Banasawadi,722
locality,Ananthapura main,183
locality,KAS Officers Colony,1519
locality,Huskur,1326
locality,Chickpete,716
locality,gattahalli,4045
locality,Bethel Nagar Road,475
locality,Electronics City Phase 1 Doddathoguru,1004
locality,Nandi Hills,2380
locality,vignan nagar,4136
locality,Sarjapur  Road,3096
locality,Ranganathan Colony,2911
locality,Bellary Road Hebbal Kempapura,467
locality,Magadi Road,2029
locality,Ranka Nagar,2918
locality,Laggere Main Road,1918
locality,Okalipuram,2552
locality,Gangondanahalli,1069
locality,Mohan Kumar Nagar,2250
locality,Kaveri Pura,1702
locality,koramangla 1st block,4082
locality,Byraveshwara Industrial Estate,628
locality,Sriranganagar,3506
locality,Attibele Industrial Area,248
locality,Chelekare,694
locality,Kommasandra,1804
locality,Badamanavarthekaval,310
locality,Srinivaspura,3501
locality,Magrath Road,2031
locality,8th Block Koramangala,42
locality,Bettahalli,477
locality,Navodaya Nagar Bangalore,2430
locality,Madhura Nagar,2020
locality,Chikkabana Halli,723
locality,Thammenahalli Village,3619
locality,SK Garden,2983
locality,Ambattur,136
locality,Kelambakkam,1705
locality,Adyar,85
locality,Sembakkam,3311
locality,Mogappair,2246
locality,Choolaimedu,766
locality,Medavakkam,2198
locality,Vadapalani,3751
locality,Perumbakkam,2701
locality,Thirumullaivoyal,3637
locality,Ambattur INDUSTRIAL ESTATE,137
locality,Urapakkam,3726
locality,Palavakam,2610
locality,Kolathur,1793
locality,Madhanandapuram,2010
locality,Perungudi,2703
locality,Kilpauk,1756
locality,Sholinganallur,3408
locality,Valasaravakkam,3764
locality,Mylapore Devandavakkam,2320
locality,Ramavaram,2895
locality,Ayanavaram,267
locality,Guduvancheri,1181
locality,Kattupakkam,1693
locality,Chromepet,768
locality,Vinayagapuram,3887
locality,Besant Nagar,474
locality,T Nagar,3566
locality,West Mambalam,3958
locality,Pallikaranai,2620
locality,Nanganallur,2383
locality,Thiruvanmiyur,3643
locality,Royapettah,2963
locality,Periyamet,2697
locality,Potheri,2741
locality,Virugambakkam,3900
locality,Poonamallee,2736
locality,Maduravoyal,2026
locality,Perambur,2695
locality,Velachery,3822
locality,Iyappanthangal,1376
locality,Mugalivakkam,2277
locality,Madipakkam,2023
locality,Aminjikarai,159
locality,Chetpet,707
locality,Mogappair East,2247
locality,Avadi,257
locality,George Town,1092
locality,Purasawalkam,2794
locality,Alwarpet,127
locality,Alandur,116
locality,Saidapet,3021
locality,Kovilambakkam,1860
locality,Teynampet,3606
locality,Pallavan Nagar,2616
locality,Madambakkam,1998
locality,Ekkatuthangal,994
locality,Padur,2598
locality,Kodambakkam,1772
locality,Padi,2593
locality,Jamalia,1431
locality,Anna Nagar East,204
locality,Rajakilpakkam,2861
locality,Nungambakkam,2540
locality,Gopalapuram,1138
locality,Korattur,1836
locality,Egmore,990
locality,Pammal,2624
locality,Porur,2738
locality,Nandanam,2376
locality,Arumbakkam,231
locality,Raja Annamalai Puram,2853
locality,Mahabalipuram,2032
locality,Anna Nagar West Extension,205
locality,Abiramapuram,60
locality,Neelankarai,2454
locality,Kottivakkam,1856
locality,Anakaputhur,168
locality,Villivakkam,3883
locality,Annanagar West,208
locality,Kotivakkam,1853
locality,Puzhal,2802
locality,Vyasarpadi,3926
locality,Kundrathur,1898
locality,Palavakkam,2611
locality,Navallur,2424
locality,Mangadu,2113
locality,Siruseri,3448
locality,Vengathur Panchayat,3829
locality,Washermanpet,3952
locality,Thaiyur,3607
locality,Adambakam,70
locality,Vengaivasal,3826
locality,Jalladianpettai,1429
locality,tambaram west,4131
locality,Old Pallavaram,2563
locality,Perungalathur,2702
locality,Irumbuliyur,1370
locality,Ponniammanmedu,2735
locality,Kodungaiyur West,1786
locality,Thiruvidandhai,3645
locality,Kanathur Reddikuppam,1618
locality,Anna Nagar,203
locality,Mahindra World City,2059
locality,Maraimalai Nagar,2151
locality,Singaperumal Koil,3435
locality,Kilkattalai,1755
locality,Semmancheri,3312
locality,Kovalam,1859
locality,SEMMENCHERY,2978
locality,Balavinayagar Nagar,346
locality,Tharamani,3627
locality,Chengalpattu,701
locality,Mylapore,2319
locality,Kamaraj Nagar,1597
locality,Manapakkam,2103
locality,K K Nagar,1515
locality,T Nagar 3,3567
locality,Camp,641
locality,Kotturpuram,1857
locality,Tharapakkam,3628
locality,Thoraipakkam,3647
locality,Injambakkam,1366
locality,Thoraipakkam OMR,3648
locality,Thalambur,3616
locality,Iyyappanthangal,1378
locality,Pudupakkam,2777
locality,Chitlapakkam,753
locality,Kolapakkam,1791
locality,Papanthangal,2648
locality,Sithalapakkam,3450
locality,Selaiyur,3308
locality,Guindy,1183
locality,Uthandi,3731
locality,Kottavakkam,1855
locality,Chikkarayapuram,732
locality,Pallavaram,2619
locality,Karapakkam,1650
locality,Thiruverkadu,3644
locality,Padur On Arakkonam Hwy,2599
locality,Shenoy Nagar,3372
locality,Nandhampakkam,2379
locality,Pazavanthangal,2688
locality,Sriperumbudur,3503
locality,CIT Nagar,634
locality,J Nagar,1381
locality,Koyambedu,1864
locality,Avvai Nagar,262
locality,Kodambakkam Chennai West,1773
locality,Egatoor,989
locality,Nesapakkam,2481
locality,Customs Colony,796
locality,Kovur,1862
locality,Vanagaram,3769
locality,Kazhipattur,1703
locality,Thirumudivakkam,3636
locality,West Tambaram,3965
locality,Santhome,3076
locality,Marudeeswarar Nagar,2166
locality,Madanankppam,1999
locality,Sunnambu Kolathur S Kolathur,3545
locality,Vengambakkam,3828
locality,Peerakankaranai,2692
locality,Kannathur Reddy Kuppam,1639
locality,Santhosapuram,3077
locality,Ayapanthangal,269
locality,Thousand Lights,3651
locality,Marakkanam,2152
locality,Triplicane,3695
locality,mELAKOTTAIYUR,4090
locality,Vettuvankeni,3844
locality,Adambakkam,71
locality,Kandigai,1623
locality,Moulivakkam,2270
locality,Manimangalam,2124
locality,East Tambaram,980
locality,Chintadripet,746
locality,Madhavaram Milk Colony,2017
locality,Velappanchavadi,3824
locality,Thandalam,3620
locality,Jeth Nagar,1471
locality,Tondiarpet,3684
locality,Panayur,2629
locality,Madhavaram,2016
locality,Royappa Nagar,2964
locality,Nolambur,2537
locality,Vellakkal,3825
locality,Nerkundram,2479
locality,Devendra Nagar,873
locality,Akkarai,106
locality,MGR Nagar Velachery,1986
locality,Oragadam,2574
locality,Ashta Lakshmi Nagar,241
locality,Gowrivakkam,1160
locality,Okkiyam,2556
locality,Urapakkam West,3727
locality,Philomina Nagar,2708
locality,East Coast Road Injambakkam,971
locality,Kovilpathagai,1861
locality,Tnagar,3679
locality,Mambakkam Medavakkam Main Road,2099
locality,Thirunindravur,3639
locality,Pattabiram,2681
locality,Tiruvallur,3675
locality,Thiruneermalai,3638
locality,Nagalkeni,2336
locality,Madipakkam Kuberan Nagar Extention,2024
locality,Cuddalore,790
locality,Jafferkhanpet,1402
locality,Pozhichalur,2749
locality,Nanmangalam,2385
locality,Pulianthope,2779
locality,NGO Colony,2325
locality,Kulattur,1883
locality,Tiruvottiyur,3676
locality,Kolathur R.F.,1794
locality,Ramapuram,2893
locality,Kallikuppam East Balaji Nagar,1578
locality,Veppampattu,3841
locality,Kumananchavadi,1885
locality,Thiruvika Nagar,3646
locality,Maran Nagar,2153
locality,Mannivakkam,2138
locality,Kalipathur,1571
locality,Periyar Nagar,2698
locality,Saligramam,3038
locality,Old Washermanpet,2569
locality,200 Feet Road,14
locality,Vijaya Nagar,3865
locality,Jalladian Pet,1428
locality,Thirumazhisai,3635
locality,Nemam,2466
locality,Thirumangalam,3634
locality,Sea Cliff Conclave Akkarai,3133
locality,East Coast Road Panaiyur,973
locality,Muttukadu,2318
locality,Kamakoti Nagar,1593
locality,Pudupakkam Village,2778
locality,Puzhudhivakkam,2803
locality,Mudichur,2276
locality,Padapai,2591
locality,Keelkattalai,1704
locality,Nellikuppam,2465
locality,Ayapakkam,268
locality,Raj Nagar,2851
locality,Kailash Nagar,1552
locality,East Coast Road Kottivakkam,972
locality,Subham Nagar,3516
locality,Kodungaiyur,1785
locality,Karayanchavadi,1653
locality,Sulur,3536
locality,Pallavan Salai,2618
locality,Mandaveli,2105
locality,Bharathiyar Nagar,497
locality,Kubera Nagar,1874
locality,Vazhayila,3809
locality,Thatchoor,3629
locality,Ramakrishna Nagar Extension,2889
locality,Sholinganallur ECR Link Road,3409
locality,Anand Nagar Main,173
locality,old pallavaram jeya lakhsminagar,4107
locality,Choolaima Nagar,765
locality,Dummingkuppam,952
locality,Karappakam,1651
locality,Ayanambakkam,266
locality,Sakthi Nagar,3035
locality,Bella Tuscany,464
locality,Tiruporur Near Kelambakkam,3674
locality,Velachery Road,3823
locality,Kambar Nagar Kolathur,1602
locality,Kattankulathur,1690
locality,Moolacheri,2258
locality,IIT Colony Pallikaranai,1336
locality,Kattankolatur R.F.,1689
locality,Choolai,764
locality,Tambaram Sanatoruim,3586
locality,Kil Ayanambakkam,1754
locality,Ennaikaran,1013
locality,Gerugambakkam,1093
locality,Gem Nagar,1091
locality,Purasaiwakkam,2793
locality,NehruNagar,2462
locality,Perambur Paper Mills Road,2696
locality,Jaya Nagar,1457
locality,Puzhuthivakkam,2804
locality,Thillai Ganga Nagar,3631
locality,Kandanchavadi,1622
locality,Tambaram to Mudichur road,3587
locality,St Thomas Mount,3511
locality,Francis Colony,1032
locality,Nemilichery,2468
locality,Vandalur,3773
locality,Konathi Village,1812
locality,Mappedu Junction,2148
locality,Cholambedu,759
locality,Dhanalakshmi Nagar,884
locality,Minjur,2231
locality,Vignarajapuram 3rd Cross St,3855
locality,Nungambakkam Thiruvallur,2541
locality,MGR Nagar,1985
locality,Selaivayal,3307
locality,Padalam,2590
locality,Jai Nagar,1414
locality,Manali,2102
locality,Varadharajapuram,3778
locality,Gummudipoondi,1193
locality,Arcot Road Valasaravakkam,226
locality,Adambakkam NGO Colony,72
locality,Friends Nagar,1038
locality,Vignarajapuram 4th Extension Road,3856
locality,Vettuvankani,3843
locality,Pallavan Nagar Main Road,2617
locality,Adhanur,79
locality,Surapet,3549
locality,Meenambakkam,2203
locality,Irugur,1369
locality,mylapore,4101
locality,Coonoor,787
locality,Surappattu,3550
locality,Vadanemmeli,3750
locality,SITHALAPAKKAMM,2982
locality,Kanchipuram,1620
locality,Varadharajapuram Main,3779
locality,Nandambakkam,2375
locality,Pazhavanthangal,2689
locality,Royapuram,2965
locality,Jagathy,1408
locality,Guduvancherry,1182
locality,Katrambakkam,1687
locality,Chettipunyam,709
locality,Pavendar Nagar,2687
locality,Arakkonam North,224
locality,Nemilicheri,2467
locality,Ambattur Red Hills Road,138
locality,Plammoodu,2726
locality,Chettipunniyam,708
locality,kanakpura,4070
locality,Sastri Nager,3113
locality,Mappedu,2147
locality,Agaram,89
locality,Pothur,2742
locality,Vasantham Nagar,3797
locality,Senganmal,3314
locality,Seven Wells North,3321
locality,Iyyapa Nagar,1377
locality,Mannanthala,2137
locality,Mannivakkam Extension,2139
locality,Krishna Nagar,1868
locality,Mevalurkuppam,2219
locality,Banu Nagar,403
locality,Cholavaram,760
locality,Perumalpattu,2700
locality,Border Thottam,593
locality,Kalikunram,1568
locality,KK Nagar,1521
locality,New Gummidipoondi,2495
locality,Navalur,2425
locality,Sri Iyappa Nagar,3487
locality,Radha Nagar,2835
locality,Kolapakkam Vandalur,1792
locality,Pottakkuzhi,2743
locality,Thiruporur,3642
locality,Kattavakkam,1691
locality,Vasantha Nagar,3796
locality,Annai Meenakshi Nagar,206
locality,Kanjirampara,1628
locality,Tellus avenue,3604
locality,Kuthambakkam,1908
locality,Agaramthen,90
locality,Sekkadu,3306
locality,Mettukuppam Kanchipuram,2218
locality,ennore,4042
locality,VSM Garden,3749
locality,Valarkundram,3763
locality,Ottiyabakkam,2581
locality,Raghava Reddy Colony,2841
locality,Paruthipattu Road,2663
locality,Oragadam Village Ambattur Talu,2576
locality,Radha Nagar Main,2836
locality,Oragadam Industrial Corridor,2575
locality,Chembarambakkam,696
locality,West Saidapet,3963
locality,SRR Colony,2987
locality,Veppampatttu,3840
locality,Palani Andavar Koil Street,2608
locality,Park Town,2659
locality,Jawahar Nagar,1451
locality,RedHill,2936
locality,Srinivasa Puram,3499
locality,Mettukuppam,2217
locality,Dharmapuri,895
locality,Kamarajapuram,1598
locality,Annai Sathya Nagar,207
locality,Attipattu,250
locality,Hastinapuram,1262
locality,Mogappair West,2248
locality,Nallambakkam,2370
locality,Vannanthurai,3776
locality,Katankulathur,1680
locality,Vasant Kunj,3790
locality,Sector-B Vasant Kunj,3279
locality,Saket,3029
locality,New Ashok Nagar,2485
locality,laxmi nagar,4084
locality,Malviya Nagar,2096
locality,Sector-17 Rohini,3267
locality,Pitampura,2723
locality,Uttam Nagar,3732
locality,Janakpuri,1440
locality,vikaspuri,4137
locality,Shadipur,3325
locality,Karol Bagh,1658
locality,Palam,2606
locality,Baprola,405
locality,Burari,620
locality,Pochanpur Colony,2727
locality,Kalkaji,1572
locality,Munirka,2306
locality,Lajpat Nagar,1919
locality,Dr Mukherji Nagar,941
locality,Vasant Vihar,3793
locality,Sector 22 Dwarka,3194
locality,Sector 6 Dwarka,3233
locality,Model Town,2242
locality,Ghitorni,1106
locality,Sector 23 Dwarka,3197
locality,Dwarka Mor,958
locality,Chattarpur,688
locality,Sector 8 Dwarka,3243
locality,Wazirabad,3953
locality,Mahavir Enclave,2049
locality,Neeti Bagh,2457
locality,mayur vihar phase 1,4097
locality,Panchsheel Park,2635
locality,Defence Colony,849
locality,Mayur Vihar Phase 3,2192
locality,Aya Nagar,264
locality,Tilak Nagar,3661
locality,Shalimar Bagh,3345
locality,Sector 1 Dwarka,3137
locality,Ramesh Nagar,2901
locality,Jaunapur,1450
locality,Ashok Vihar,236
locality,Sector 8 Rohini,3246
locality,West Shalimar Bagh,3964
locality,Samalka,3044
locality,Vijay Nagar,3861
locality,Neb Sarai,2448
locality,Moti Bagh,2267
locality,Manglapuri,2118
locality,Karampura,1648
locality,Greater Kailash,1163
locality,Sahibabad,3012
locality,SULTANPUR,2988
locality,Green Park,1171
locality,Sector 13 Dwarka,3153
locality,Sector-7 Rohini,3274
locality,Safdarjung Enclave,3004
locality,Sector 3 Dwarka,3211
locality,Patparganj,2680
locality,Sheikh Sarai,3367
locality,Khirki Extension,1745
locality,Maharani Bagh,2044
locality,Sector 19 Dwarka,3175
locality,Panchsheel Enclave,2634
locality,Patel Nagar,2677
locality,Jangpura,1442
locality,Tagore Garden Extension,3572
locality,rohini sector 5,4120
locality,Sector 25 Rohini,3204
locality,Rajpur,2876
locality,Jamia Nagar,1438
locality,Rajinder Nagar,2871
locality,Gharoli,1096
locality,Rangpuri,2912
locality,South Extension 1,3480
locality,Sector 14 Dwarka,3155
locality,Bindapur,543
locality,Chirag Dilli,752
locality,Nawada,2435
locality,Kapashera,1642
locality,Rajouri Garden,2874
locality,Sunlight Colony,3544
locality,Najafgarh,2359
locality,Kamla Nagar,1605
locality,Sarita Vihar,3094
locality,DLF Phase 5,804
locality,Pushpanjali Farms,2801
locality,Sultan Puri,3535
locality,Goyla Khurd,1161
locality,Ganesh Nagar,1065
locality,Ghevra,1105
locality,Hari Nagar Ashram,1253
locality,Madangir,2001
locality,Kirti Nagar,1760
locality,Sector 9 Dwarka,3249
locality,Hauz Khas,1267
locality,Sector 12 Dwarka,3151
locality,Sector 11 Dwarka,3146
locality,Sector 10 Dwarka,3141
locality,Sector-18 Dwarka,3268
locality,Sector 18A Dwarka,3173
locality,dwarka sector 17,4037
locality,Jor bagh,1492
locality,Connaught Place,784
locality,South Extension 2,3481
locality,Greater kailash 1,1167
locality,Rohini sector 16,2958
locality,Mayur Vihar II,2190
locality,Mayur Vihar,2189
locality,Sainik Farm,3025
locality,Soami Nagar,3456
locality,Sarvpriya Vihar,3111
locality,New Friends Colony,2493
locality,Safdarjung Development Area,3003
locality,East of Kailash,982
locality,Gulmohar park,1191
locality,Sector 5 Dwarka,3227
locality,Sector 7 Dwarka,3237
locality,Sector 6 Rohini,3235
locality,Sector 4 Dwarka,3223
locality,Sri Niwaspuri,3491
locality,Chittaranjan Park,756
locality,Sector 15 Rohini,3160
locality,Sector 3 Rohini,3213
locality,Lajpat Nagar IV,1923
locality,Sector 1 Rohini,3139
locality,Sector 28 Dwarka,3207
locality,Anand Niketan,175
locality,Mansarover Garden,2143
locality,Sector 2 Rohini,3181
locality,Mansa Ram Park,2141
locality,Alaknanda,114
locality,Sector 17 Dwarka,3168
locality,Paschim Vihar,2669
locality,Adchini,77
locality,West End,3957
locality,DLF Farms,803
locality,Naraina,2387
locality,Inderpuri,1353
locality,Sector 4 Rohini,3224
locality,Shanti Niketan,3356
locality,Sadiq Nagar,3001
locality,Sundar Nagar,3539
locality,Golf Links,1134
locality,Nizamuddin East,2533
locality,Sector 2 Dwarka,3180
locality,Sector 18B Dwarka,3174
locality,Punjabi Bagh,2787
locality,Sector 9 Rohini,3251
locality,Shanti Park Dwarka,3357
locality,Rohini sector 24,2959
locality,Sector 14 Rohini,3156
locality,Garhi,1075
locality,Central Ridge Reserve Forest,647
locality,Subhash Nagar,3519
locality,Raja garden,2859
locality,Sector-8 Dwarka,3275
locality,Sector 23B Dwarka,3201
locality,Mehrauli,2209
locality,Lodhi Estate,1960
locality,Sarvodaya Enclave,3110
locality,Lajpat Nagar III,1922
locality,Vasundhara Enclave,3806
locality,Chhawla,715
locality,C R Park,629
locality,Niti Bagh,2531
locality,IP Extension,1338
locality,Anand Vihar,178
locality,Sat Bari,3115
locality,Masjid Moth Village,2179
locality,Malcha,2082
locality,Greater Kailash II,1164
locality,Lajpat Nagar II,1921
locality,greater kailash Enclave 1,4048
locality,Sector 23 Rohini,3199
locality,Sukhdev Vihar,3530
locality,Vikas Puri,3871
locality,Rohini Sector 9,2957
locality,Sector 13 Rohini,3154
locality,Sector 21 Rohini,3191
locality,Sector 22 Rohini,3196
locality,Shahdara,3330
locality,Ansari Nagar West,214
locality,Madanpur Dabas,2002
locality,Yusuf Sarai,4008
locality,Sector 11 Rohini,3149
locality,Central Secretariat,648
locality,Nilothi,2526
locality,Hari Nagar,1252
locality,Preet Vihar,2768
locality,Swasthya Vihar,3558
locality,Ajmeri Gate,104
locality,Rajokri,2873
locality,Kirari Suleman Nagar,1758
locality,Fateh Nagar,1024
locality,Gautam Nagar,1085
locality,Shakurbasti,3343
locality,Radhey Mohan Drive,2839
locality,Jasola,1448
locality,Gujranwala Town,1184
locality,Tri Nagar,3690
locality,Dera Mandi,864
locality,Shakurpur,3344
locality,Bahapur,330
locality,Daheli Sujanpur,815
locality,Govindpuri,1155
locality,Ladosarai,1917
locality,Om Vihar,2573
locality,Maidan Garhi,2064
locality,Kaushambi,1696
locality,Shastri Nagar,3362
locality,Dilshad Garden,910
locality,Dabri,810
locality,Sector 16A Dwarka,3166
locality,Matiala,2182
locality,Qutab Enclave,2807
locality,Badarpur,312
locality,Katwaria Sarai,1694
locality,Madanpur Khadar,2003
locality,Qutab Institutional Area,2808
locality,Vishnu Garden,3907
locality,Vivek Vihar,3920
locality,Jhil Mil Colony,1473
locality,AGCR Enclave,52
locality,Pragati Vihar,2758
locality,Sangam Vihar,3060
locality,Surajmal Vihar,3548
locality,Zone L Dwarka,4011
locality,Roop Nagar,2961
locality,Sector 16B Dwarka,3167
locality,Dwarka Sector 15,963
locality,Bali Nagar,351
locality,Sewak Park,3323
locality,Siri Fort,3447
locality,Gulabi Bagh,1187
locality,Nizamuddin West,2534
locality,Sector 28 Rohini,3208
locality,Ranjeet Nagar,2916
locality,Hastsal,1264
locality,New Mustafabad,2504
locality,Dichaon Kalan,904
locality,Sarojini Nagar,3104
locality,Geeta Colony,1089
locality,Kalyan Puri,1586
locality,Delhi Cantonment,855
locality,Pandav Nagar,2637
locality,Dayanand Colony,841
locality,Jail Road,1416
locality,Saket delhi,3030
locality,Sainik nagar 1,3026
locality,South Extension II,3482
locality,Sector 8,3241
locality,Khushi Ram Park Delhi,1753
locality,Jangpura Extension,1444
locality,Westend DLF Chattarpur Farms,3968
locality,Friends Colony,1036
locality,Uday Park,3706
locality,Green Park Extension,1172
locality,Navjeevan Vihar,2428
locality,Shivalik,3399
locality,Geetanjali Enclave,1090
locality,PANCHSHEEL VIHAR,2585
locality,Shivalik Block C,3401
locality,Khirki Extension Panchsheel Vihar,1746
locality,Green Park Extension Road,1173
locality,Malviya Nagar Savitri Nagar,2098
locality,Sunder Nagar,3540
locality,Malviya Nagar Block G,2097
locality,South Extension Part 1,3483
locality,Green park Extn,1177
locality,Raj Nagar Part II,2852
locality,dwarka sector 3,4039
locality,Green Park Main,1174
locality,Aurungzeb Road,254
locality,Laxmi Nagary,1948
locality,KHIRKI VILLAGE,1520
locality,New Rajendra Nagar,2507
locality,Old Rajender Nagar,2564
locality,Khanpur Krishna Park,1730
locality,Shivalik Block B,3400
locality,Soami Nagar South,3457
locality,VAISHALI SEC 4,3743
locality,Savitri Nagar,3130
locality,Sunder Vihar,3541
locality,Main Chhatarpur Road,2066
locality,Hemkunt Colony,1277
locality,Guru Angad Nagar,1204
locality,Kailash Colony,1550
locality,Block D Lajpat Nagar I,550
locality,Asian Games Village Complex,243
locality,Kalkaji Extension,1573
locality,Hauz Khas Enclave,1268
locality,West Patel Nagar,3960
locality,Tooth Sarai,3686
locality,Meera Bagh,2204
locality,Greater kailash enclave II,1169
locality,Vikas Marg,3869
locality,Freedom Fighters Enclave,1035
locality,Freedom Fighter Enclave,1034
locality,Prakash Mohalla Amritpuri,2762
locality,laxmi nagar near metro station,4085
locality,A1 Block Paschim Vihar Delhi,48
locality,Block RU Uttari Pitampura,560
locality,Santnagar,3080
locality,SECTOR 7 DWARKA NEW DELHI,2976
locality,Paryavaran Complex,2665
locality,Kapil Vihar,1643
locality,Gurudwara Road,1206
locality,Kishan Ganj,1761
locality,Vikram Vihar,3875
locality,Kundan Nagar,1897
locality,Amritpuri,162
locality,Sector-14 Rohini,3263
locality,Dwarka New Delhi 110075,961
locality,Greater kailash III,1168
locality,i p extension patparganj,4058
locality,Jawahar Park,1452
locality,Guru Ram Das Nagar,1205
locality,Priyadarshini Vihar Priya Priyadarshini Vihar,2776
locality,Kailash hills,1554
locality,Sriniwas Puri,3502
locality,Nehru Enclave,2458
locality,Moti Nagar,2268
locality,South Delhi,3478
locality,DWARKA SEC 23,808
locality,SECTOR-7 DWARKA,2977
locality,Saraswati Vihar,3090
locality,Uttam Nagar west,3736
locality,Sant Nagar,3070
locality,Vasant Kunj Sector A,3792
locality,Samta Enclave,3051
locality,Jasola Vihar Sector 8 Road,1449
locality,SectorB Vasant Kunj,3302
locality,Dwarka 12 Sector,957
locality,Dwarka Sector 7,964
locality,Sector18 Dwarka,3287
locality,Amar colony,130
locality,Okhla,2553
locality,Sector 18 Rohini,3171
locality,Lajpat Nagar 4,1920
locality,Pamposh Enclave,2625
locality,Engineer Enclave,1012
locality,Dwarka sec 6,965
locality,Chhattarpur Enclave Phase1,714
locality,DLF City Phase 1,802
locality,East of Kailash C Block,983
locality,Rajpur Khurd Extension,2877
locality,Pandwalan Khurd,2641
locality,B 5 Block,279
locality,Netaji Subhash Place,2483
locality,Vasant Kunj Enclave,3791
locality,south delhi apartment sector 4,4128
locality,Okhla Phase I,2555
locality,Nehru Place,2461
locality,Prithviraj Road,2775
locality,Block E Pandav Nagar Road,554
locality,Rohit Kunj Sandesh Vihar,2960
locality,Abul Fazal Enclave Jamia Nagar,61
locality,Raju Park,2878
locality,Deoli Khanpur,860
locality,Poorvi Pitampura,2737
locality,R.K. Puram,2817
locality,Tilak Marg,3660
locality,India Gate,1355
locality,Shiva Enclave,3395
locality,Malcha Marg,2083
locality,CR Park Main Road,636
locality,Khanpur Deoli,1729
locality,Devli Nai Basti,877
locality,Kohat Enclave,1788
locality,Pushpanjali Enclave,2800
locality,Tarun Enclave,3592
locality,Shalimar Bagh AG Block,3346
locality,Uttari Pitampura,3741
locality,Sector-8 Rohini,3276
locality,South Extension,3479
locality,Mahipalpur,2060
locality,Jangpura A,1443
locality,Nihal Vihar Delhi,2523
locality,Palam Vihar,2607
locality,Block ED Dakshini Pitampura,555
locality,Kishangarh Mehrauli Road,1763
